# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = semiconductors; HS6 codes (18): 848610,848620,848630,848640,848690,854110,854121,854129,854130,854140,854150,854160,854190,854231,854232,854233,854239,854290
exporter_iso3,importer_iso3,value_kusd
THA,IRL,13262.65
PHL,MLT,13238.471
BGR,ROU,13219.407
CHE,GBR,13210.181
FRA,CAN,13136.576
RUS,CHN,13129.183
BEL,VNM,13074.497
MYS,ZAF,13011.761
SWE,NLD,13011.316
USA,SVN,12994.713
LUX,FRA,12985.229
SVN,DEU,12974.507
CHN,MLI,12851.985
VNM,IRL,12841.916
JPN,SRB,12780.722
SWE,FIN,12778.926
CRI,BRA,12756.082
POL,EST,12752.67
CHN,HND,12711.847
VNM,KAZ,12701.003
IRL,THA,12676.795
GBR,CZE,12601.758
POL,SWE,12563.942
USA,IDN,12529.851
DEU,MLT,12502.378
CHN,GUY,12423.369
CHN,ZWE,12371.602
GBR,AUT,12353.314
THA,RUS,12351.952
TWN,LTU,12344.956
NLD,HRV,12324.957
SGP,FIN,12289.675
GBR,DNK,12245.295
FRA,SVK,12240.838
LAO,IND,12229.344
TUR,ROU,12184.8
AUT,SVK,12135.537
PRT,GBR,12085.748
CHN,GEO,12070.049
TWN,LVA,12061.548
CHE,BEL,12057.05
CYP,GRC,12038.387
CHE,MEX,12025.312
JOR,USA,12011.694
VNM,FIN,12004.959
HKG,ESP,11994.46
CHN,CYP,11962.843
SWE,IND,11935.086
GRC,ITA,11901.022
TWN,MKD,11855.37
CHN,SLE,11852.912
BGR,SGP,11846.776
NOR,USA,11748.236
KOR,ESP,11647.96
AUT,CZE,11614.604
FRA,GHA,11603.118
TUN,MAR,11538.572
GBR,HUN,11477.68
SWE,HKG,11398.91
JPN,MAC,11312.79
PHL,EST,11265.579
IND,NGA,11252.388
MEX,SAU,11240.748
LTU,JPN,11227.164
CAN,SWE,11175.359
ITA,DNK,11125.92
MEX,GBR,11084.801
LTU,DEU,11081.135
ISR,VNM,11080.0
ZAF,ZMB,11062.847
ITA,SWE,10970.781
POL,HUN,10968.778
JPN,CRI,10957.411
TWN,SVN,10934.471
JPN,BGR,10906.541
HUN,MYS,10894.334
CHN,ETH,10887.227
KOR,MAR,10826.159
IND,RUS,10788.323
DEU,ZAF,10742.335
VNM,ZAF,10708.263
NLD,EST,10707.992
FRA,LVA,10703.53
POL,HKG,10683.035
THA,NOR,10671.097
EST,FIN,10654.625
USA,ROU,10635.44
BRA,DEU,10617.447
AUT,PRT,10613.59
HKG,JPN,10574.089
TUR,JPN,10548.921
ESP,CZE,10498.506
VNM,AUT,10491.745
LAO,THA,10432.584
MLT,SVK,10416.948
CHN,NIC,10370.39
ITA,PRT,10324.497
NLD,SRB,10294.563
HUN,ITA,10256.069
FIN,USA,10254.911
HKG,LVA,10243.398
POL,ESP,10228.293
BEL,LUX,10221.951
CHE,POL,10209.416
IND,JPN,10196.418
EST,MAR,10194.223
SVK,TWN,10145.961
ROU,CHN,10141.464
CHN,MDV,10118.883
HUN,GBR,10117.618
HKG,ITA,10052.753
KOR,NOR,9991.578
MAR,GBR,9946.581
ITA,HRV,9884.992
CHE,ESP,9828.839
CHE,SVK,9824.701
ESP,HKG,9812.097
MLT,TWN,9787.51
USA,COL,9786.898
AUS,CHN,9729.008
UKR,CZE,9702.244
COL,JPN,9701.013
KOR,BGD,9646.657
HUN,CZE,9646.027
CAN,FRA,9632.313
TWN,ARE,9624.655
BRA,BEL,9621.337
ESP,CHN,9576.351
BEL,MEX,9575.682
EGY,ZWE,9561.604
CHN,GIN,9559.261
BLR,CHN,9512.987
AUT,HRV,9499.935
HUN,BRA,9495.765
BGR,FRA,9470.878
MAR,THA,9451.978
TWN,SRB,9445.117
TWN,NZL,9434.554
BEL,TUR,9424.438
MYS,PER,9418.302
NLD,ZAF,9405.525
HKG,PRT,9380.752
THA,UKR,9327.335
FRA,IRL,9291.444
PAN,JPN,9261.288
AUS,MEX,9185.231
HUN,KOR,9172.369
DOM,USA,9134.933
IND,DEU,9101.644
PHL,TUN,9101.366
NAM,ZAF,9092.362
SVN,SRB,9063.088
FRA,MAC,9015.454
USA,GTM,9000.666
SGP,CRI,8991.457
CHE,HUN,8983.545
EST,DEU,8948.561
PHL,MKD,8941.569
BRA,USA,8941.492
SGP,ARG,8883.783
VNM,EGY,8862.401
TUR,BGR,8819.721
HRV,ITA,8814.508
CHN,MNG,8807.88
NLD,TUR,8773.492
NLD,VNM,8764.222
BEL,SVN,8764.168
AUT,SWE,8759.131
HRV,USA,8756.383
USA,GRC,8747.673
CHN,HTI,8653.536
SGP,MMR,8624.208
SVK,UKR,8596.656
CHN,PRY,8525.672
PHL,NOR,8428.09
FRA,GRC,8419.0
ITA,SAU,8412.748
MYS,PRY,8408.668
ITA,SVK,8397.364
THA,ROU,8323.194
SWE,THA,8314.82
CZE,LVA,8310.715
MYS,DNK,8299.209
CHN,MNE,8295.883
BGR,AUT,8266.831
HUN,FRA,8248.112
DNK,GBR,8201.422
CZE,DZA,8178.71
BGR,KOR,8164.694
BRA,HKG,8158.557
POL,MYS,8158.004
DNK,BGR,8151.836
FRA,AUS,8112.839
GBR,ESP,8075.099
IND,GBR,8042.883
IRL,DNK,8030.88
ITA,GRC,8024.496
DNK,THA,8023.48
SGP,UKR,8006.382
GBR,TUR,7979.867
SVK,GBR,7977.924
AUT,DNK,7968.811
HKG,MAR,7947.928
IDN,MYS,7938.272
ISR,HUN,7933.929
ISR,ITA,7906.357
KAZ,RUS,7903.674
DEU,ARE,7876.796
DNK,FIN,7869.307
MAR,IND,7863.322
JPN,ARG,7784.946
FIN,SGP,7765.7
TUR,SYR,7759.45
CHN,BHR,7723.047
LTU,NLD,7694.528
BGR,CZE,7680.06
SAU,CHN,7678.639
POL,KOR,7633.503
NLD,BRA,7578.347
ITA,MDV,7553.412
CZE,LTU,7544.976
ITA,BEL,7535.345
BGR,BEL,7534.036
USA,PER,7498.529
JPN,TUN,7489.45
CHE,ROU,7487.98
USA,SVK,7474.727
CZE,KOR,7459.226
PHL,ZAF,7458.096
SWE,ITA,7457.49
THA,SRB,7456.695
PHL,SVN,7449.096
POL,LVA,7436.709
ARE,USA,7422.414
AUT,ESP,7420.716
HKG,CZE,7396.49
POL,SGP,7374.241
AUS,NZL,7365.89
SWE,FRA,7352.178
ZAF,ARE,7343.339
MEX,CHE,7340.66
THA,FIN,7331.901
FIN,KOR,7319.0
LVA,POL,7315.637
AUT,LTU,7312.539
RUS,PHL,7309.948
DNK,HKG,7302.287
DEU,UKR,7286.524
ROU,USA,7267.861
ZAF,ZWE,7248.169
IDN,THA,7226.409
AUT,AUS,7203.733
ROU,HUN,7158.119
ITA,SVN,7146.49
CHN,SDN,7123.914
NLD,NOR,7122.906
GRC,BGR,7101.546
MLT,CZE,7085.566
CHN,MRT,7082.996
HKG,CHE,7045.446
JPN,SVN,7043.515
KHM,GBR,7015.789
FRA,FIN,7004.419
ITA,BGR,7001.634
SWE,KHM,6996.793
THA,DNK,6996.18
TUR,RUS,6994.418
SGP,NZL,6976.04
MYS,MLT,6974.619
IRL,ITA,6955.162
HRV,AUT,6931.629
ISR,POL,6912.048
THA,TUN,6901.255
MLT,FRA,6893.119
USA,LVA,6879.837
POL,MEX,6877.289
BRA,SVK,6872.41
CZE,HRV,6864.85
VNM,PHL,6817.842
JPN,MKD,6815.404
AUS,FRA,6802.576
ISR,BEL,6797.08
GBR,ARE,6794.913
SGP,KAZ,6757.801
KHM,VNM,6742.826
FRA,DZA,6742.103
CHN,JAM,6718.794
CAN,LKA,6712.702
MYS,PRT,6705.928
ITA,MEX,6703.121
BRA,CHN,6662.445
GRC,CYP,6648.884
LTU,IND,6641.938
LUX,DEU,6608.491
EST,JPN,6601.551
CHN,NER,6594.254
USA,MAC,6576.836
SVK,SRB,6562.334
ISR,CZE,6562.102
THA,SWE,6559.251
BGR,SRB,6552.237
DEU,PAK,6544.607
ISR,DNK,6529.894
CHN,KWT,6523.435
SVN,HUN,6503.907
ESP,KOR,6501.656
KOR,EST,6498.856
SGP,SWE,6496.567
JPN,LTU,6461.836
ARE,KOR,6452.329
HKG,BEL,6443.397
TUR,CHN,6436.436
CZE,NOR,6415.458
CAN,PHL,6399.057
CZE,FIN,6392.282
THA,EST,6385.791
AUT,BIH,6384.473
ITA,BRA,6350.072
SGP,SAU,6318.972
MLT,JPN,6295.454
MAR,BRA,6254.753
KHM,THA,6250.809
UKR,TUR,6244.807
DEU,SAU,6239.312
ITA,PAK,6232.573
VNM,SWE,6219.46
LUX,POL,6219.312
ESP,DNK,6214.473
JPN,AUS,6188.224
SVK,JPN,6185.344
GBR,NOR,6164.244
SGP,COL,6162.585
LTU,USA,6142.403
NLD,NGA,6127.277
RUS,HKG,6118.165
MEX,PHL,6080.63
EST,FRA,6072.206
MLT,CAN,6058.415
ZAF,ESP,6050.675
NAM,ZMB,6041.705
TUN,MEX,6036.963
MEX,COL,6008.27
ROU,MAR,5995.873
EST,LVA,5989.124
CZE,IND,5987.964
FRA,EST,5978.346
KOR,ARG,5956.676
CAN,CZE,5952.069
CZE,ISR,5948.835
NZL,KOR,5945.962
SGP,ESP,5931.53
GRC,USA,5929.569
GBR,FIN,5925.979
CZE,CAN,5916.013
ISR,MYS,5913.0
BGR,TWN,5908.142
ESP,JPN,5882.871
CHN,BEN,5875.361
SGP,ROU,5837.61
SRB,PRT,5810.425
CHN,TCD,5791.235
IND,IRL,5727.81
NLD,MLT,5709.488
GBR,ROU,5679.753
MEX,CZE,5673.149
IDN,MKD,5671.387
ESP,CHE,5656.919
BEL,EST,5620.315
ITA,FIN,5592.006
CHN,URY,5581.606
THA,NZL,5579.875
KHM,LAO,5569.148
SVK,ITA,5528.931
PRT,NLD,5490.841
ZAF,JPN,5480.819
ESP,AND,5466.951
SGP,KNA,5463.256
HKG,BHR,5461.22
ROU,MEX,5425.136
ROU,GBR,5413.214
USA,UKR,5409.376
POL,FIN,5379.679
ITA,EGY,5356.716
ITA,ALB,5356.358
CRI,POL,5356.12
LUX,BEL,5350.683
NLD,SVN,5329.184
SRB,ESP,5321.257
MEX,ITA,5319.287
FRA,LUX,5316.951
PHL,KHM,5314.417
IND,MEX,5308.717
ESP,MEX,5305.971
HKG,IRL,5302.944
EST,UKR,5288.405
SVN,GRC,5286.982
FIN,FRA,5286.024
KOR,DOM,5261.567
POL,TUR,5251.656
THA,MMR,5246.142
NGA,DEU,5227.468
MEX,POL,5187.442
PRT,HKG,5158.748
NLD,KAZ,5120.785
BRA,KOR,5115.529
BGR,MYS,5105.069
GBR,AUS,5090.173
CHN,AZE,5078.255
ISR,ROU,5066.884
TUR,NLD,5066.181
MAR,ITA,5041.487
IDN,ECU,5032.801
SVK,HKG,5022.023
CHN,MLT,5013.823
ROU,AUT,5006.14
CHN,DJI,5002.398
HKG,EGY,4974.483
ESP,IND,4969.215
IRL,EST,4967.549
SGP,SVK,4937.264
ESP,ISR,4929.06
NZL,HKG,4913.242
SGP,KEN,4898.022
LVA,LTU,4897.126
MLT,IND,4893.959
ARE,DEU,4873.068
CHN,SOM,4850.674
ISR,AUS,4847.799
LVA,EST,4838.902
SVK,CHN,4838.091
BGR,GRC,4829.261
TUR,DEU,4820.501
FIN,EST,4800.804
ZAF,BWA,4794.051
USA,BHS,4788.307
AUT,ISR,4779.885
CHE,LKA,4749.793
MLT,BRA,4730.78
FRA,SAU,4730.734
ESP,LVA,4729.937
SVK,CHE,4721.008
SVK,MYS,4717.968
GRC,POL,4717.334
PHL,PRT,4697.964
TWN,SAU,4692.131
THA,SVN,4680.825
MAR,JPN,4679.079
THA,ARG,4661.485
IRL,SWE,4661.403
EST,LTU,4654.044
DNK,ESP,4650.965
SAU,JPN,4649.711
IND,CAN,4596.66
SWE,HUN,4593.853
PRT,CHE,4592.717
IND,THA,4587.926
ITA,ISR,4586.422
FIN,SWE,4586.365
LAO,SGP,4580.196
CHN,MWI,4580.193
HKG,SWE,4572.681
SWE,LTU,4572.119
USA,SLV,4570.693
TUR,IND,4567.646
AUT,BRA,4562.943
FRA,SVN,4559.592
CAN,VNM,4544.482
VNM,NZL,4520.017
CAN,AUS,4508.326
DEU,EGY,4504.077
MYS,SAU,4499.522
KOR,LUX,4496.329
CZE,GRC,4494.005
HKG,POL,4490.689
PRT,JPN,4448.215
ESP,AUT,4446.599
SWE,CRI,4426.667
ALB,ITA,4377.189
ISR,CHE,4357.948
POL,CHE,4351.834
MEX,IRL,4345.371
ROU,FRA,4344.678
DNK,ISR,4333.48
FIN,BEL,4325.064
NLD,UKR,4322.063
SVN,CHE,4314.422
HUN,CHE,4312.739
ESP,FIN,4270.168
MAR,TWN,4267.36
VNM,ITA,4258.75
CAN,ISR,4256.475
PRT,MYS,4248.563
DEU,CYP,4246.35
LAO,CHN,4237.68
KOR,SAU,4224.256
JPN,KHM,4210.405
AUS,BGR,4209.085
ZAF,NAM,4201.313
NOR,DNK,4200.714
POL,BEL,4197.274
PHL,NZL,4194.881
VNM,KHM,4194.072
CHN,MUS,4193.088
LKA,IND,4175.205
ARE,IND,4164.12
POL,GRC,4163.327
CAN,BRA,4158.535
TWN,CRI,4148.892
KOR,UKR,4129.158
SVN,HKG,4126.881
AUT,NOR,4121.342
ITA,AUS,4119.961
FIN,THA,4116.195
USA,NGA,4095.249
GBR,MEX,4077.063
SVN,EGY,4068.045
MEX,PRT,4048.068
ITA,ARE,4038.892
IRL,ESP,4031.837
BEL,IND,4028.391
USA,URY,4023.562
FIN,NLD,4013.847
SGP,DZA,4011.356
AUS,NLD,4000.951
IRL,KOR,3997.156
AUS,SGP,3996.963
MYS,KHM,3991.422
HUN,FIN,3961.643
POL,NOR,3953.377
IDN,NLD,3952.284
LTU,POL,3938.548
BEL,NOR,3935.117
PRT,AGO,3932.497
JPN,NOR,3898.704
ISR,SWE,3879.609
AUT,SRB,3876.424
HUN,IRL,3874.476
FRA,IDN,3872.527
DEU,DZA,3863.16
ARE,ZWE,3854.256
ROU,HKG,3853.373
MEX,AUS,3812.37
GBR,LTU,3806.964
JPN,UKR,3792.008
AUT,CAN,3774.088
ITA,VNM,3765.901
HKG,SVK,3764.457
ESP,SAU,3745.192
GRC,DEU,3731.689
VNM,BGR,3721.552
DEU,BIH,3717.445
KOR,MAC,3703.27
FIN,LTU,3673.061
COL,MYS,3668.141
MEX,ROU,3666.667
JPN,SAU,3658.119
NZL,TWN,3639.966
CHE,BRA,3635.55
BEL,TUN,3624.068
IND,NLD,3620.823
LTU,ITA,3602.729
SWE,SGP,3599.249
MEX,ISR,3596.892
CZE,SRB,3594.853
ITA,IRQ,3594.752
TUR,KAZ,3577.632
IDN,UKR,3566.451
TUR,BEL,3566.12
LKA,FRA,3565.817
IDN,FRA,3564.242
IND,IDN,3562.43
DNK,CHN,3560.674
MYS,LKA,3553.067
HRV,HKG,3552.969
IRL,IND,3551.517
AUT,SAU,3542.662
LVA,SWE,3537.242
KOR,ZAF,3528.928
CHN,BTN,3528.386
ITA,ZAF,3517.358
LTU,CHE,3512.501
KOR,TUN,3503.404
TUR,HKG,3490.997
DNK,EST,3488.781
NLD,IND,3488.076
SVK,BRA,3480.545
DNK,CZE,3464.188
NLD,LUX,3447.615
JPN,NZL,3445.316
HRV,DEU,3428.924
HKG,AUS,3425.762
SVK,KOR,3424.839
USA,PAN,3420.229
HKG,ZAF,3410.874
DNK,CHE,3405.74
CHN,BRN,3401.404
MLT,MKD,3387.981
ITA,CAN,3387.226
USA,ECU,3374.209
SYC,HKG,3367.584
USA,SRB,3367.278
GBR,BRA,3362.063
SWE,ARE,3356.001
FIN,DEU,3355.831
BLR,DEU,3345.506
AUS,KOR,3344.195
CRI,GBR,3334.148
CHE,AUS,3333.698
CAN,IND,3333.075
HKG,CAN,3331.871
CZE,IRL,3326.619
EST,ITA,3302.163
SVK,IND,3293.96
BRA,MEX,3279.833
JPN,EST,3273.798
AUT,SVN,3273.019
ZAF,TUN,3271.343
ISR,AUT,3270.895
FIN,POL,3269.837
USA,NZL,3268.218
MAR,CHE,3266.588
LAO,IDN,3260.568
LVA,CHN,3246.994
CHE,NOR,3246.374
ROU,JPN,3244.775
AUT,BEL,3236.595
BRA,MYS,3233.698
AUS,GBR,3233.434
PRT,POL,3228.848
CAN,CRI,3220.681
MYS,LTU,3220.059
CHN,NPL,3218.524
NOR,GBR,3214.31
CZE,MAR,3204.169
IDN,TUR,3195.822
SVK,FIN,3191.336
ITA,OMN,3182.819
HUN,TUR,3180.218
CHE,CRI,3172.364
BGR,CHE,3164.413
IDN,ESP,3159.954
AUT,ARE,3154.51
ITA,UZB,3154.004
ITA,NGA,3145.67
ITA,DZA,3141.458
CHN,BOL,3138.103
SWE,BEL,3127.495
ESP,CUB,3126.805
JPN,DNK,3123.929
BEL,BGR,3120.296
WSM,IND,3117.239
SVN,SGP,3112.871
JPN,ZAF,3101.598
DEU,ARG,3100.291
CZE,MEX,3098.353
DEU,LKA,3096.526
SGP,BGR,3089.381
ARE,SAU,3084.068
TWN,CHL,3081.041
LKA,CHE,3075.31
BEL,CAN,3071.392
LUX,ROU,3067.236
DEU,MLI,3061.682
JPN,PRT,3059.379
CZE,AUS,3055.888
USA,GNQ,3051.036
ITA,EST,3050.905
DNK,SVK,3050.427
TUR,EGY,3047.946
AUS,DEU,3045.525
MAR,SVK,3045.077
TUR,SAU,3041.331
PRT,HUN,3038.2
AUS,MYS,3024.775
ESP,HRV,3024.298
IDN,PHL,3013.818
ITA,CUB,3012.818
KOR,BGR,3003.273
MYS,PAN,3001.534
BEL,HRV,2999.792
IND,FRA,2995.463
SGP,MAC,2982.905
ITA,LTU,2976.037
DEU,NGA,2970.404
THA,MLT,2959.686
BEL,AUS,2950.208
FIN,GBR,2949.452
VNM,SVK,2949.127
DNK,BEL,2936.802
IND,HUN,2918.643
IND,ISR,2911.05
ROU,CZE,2905.511
MEX,MAR,2897.049
HKG,GEO,2881.109
SAU,ARE,2868.09
FIN,MYS,2863.577
USA,CYM,2859.009
DEU,COL,2850.972
USA,MLT,2850.399
CZE,BGR,2842.822
HUN,AZE,2827.188
IRL,AUT,2824.916
GBR,GRC,2819.136
ISR,SVK,2797.165
NLD,ABW,2766.771
THA,EGY,2761.68
GRC,ALB,2757.681
LVA,HKG,2754.929
KOR,NGA,2753.667
SGP,SRB,2745.67
ESP,PAN,2741.581
LVA,UKR,2735.97
CRI,DEU,2734.586
HKG,TUN,2707.129
TUN,DEU,2704.034
GBR,ZAF,2699.225
BGR,EST,2698.935
TWN,COL,2682.384
NLD,CYP,2661.552
NRU,BRA,2652.717
ZAF,USA,2650.051
EST,HUN,2648.881
USA,HND,2647.647
BIH,AUT,2647.539
RUS,MYS,2638.538
HUN,ISR,2636.395
PHL,CRI,2635.547
IDN,CAN,2634.395
HKG,TUR,2632.97
CHN,LBR,2622.91
MAR,CZE,2622.317
SWE,ISR,2621.624
NZL,NLD,2618.673
NOR,DEU,2613.961
KOR,HND,2610.234
MEX,ESP,2590.667
TUR,CZE,2589.84
TUR,UKR,2588.656
FRA,AND,2587.989
MYS,PAK,2586.523
DEU,MNE,2584.054
MLT,GBR,2576.708
POL,BRA,2575.258
FRA,ARE,2574.317
PHL,ARG,2569.68
CHN,KIR,2569.663
SRB,DEU,2564.313
SVN,AUT,2562.41
CHE,SVN,2559.748
MEX,AUT,2556.17
CAN,ZAF,2555.665
ESP,CPV,2555.641
MAR,IDN,2555.55
SVN,NLD,2553.047
TUR,MYS,2552.194
SWE,CHE,2550.865
BEL,FIN,2547.901
GBR,SVK,2539.86
CHN,TJK,2530.726
CHN,PNG,2530.187
GRC,ESP,2529.655
BGR,NLD,2524.35
MYS,CHL,2522.499
HUN,HRV,2521.404
NLD,BIH,2513.516
ITA,IRL,2488.822
CHN,FJI,2467.27
NZL,CHN,2464.688
MEX,SRB,2456.231
ITA,IDN,2455.71
NLD,SAU,2454.542
VNM,SRB,2454.457
KOR,MKD,2443.061
PHL,MAR,2438.855
ESP,BRA,2438.31
PRT,PHL,2436.613
AUT,LVA,2429.414
DNK,AUT,2429.096
BRA,URY,2418.968
LTU,SWE,2415.4
DNK,PHL,2413.963
ISR,ARE,2405.0
POL,BGR,2401.004
ESP,ARE,2386.933
CZE,SVN,2382.126
NLD,AUS,2373.05
ESP,TUR,2372.187
BEL,SRB,2367.133
BIH,SRB,2365.327
CRI,SVK,2363.38
NOR,NLD,2361.291
CHL,JPN,2356.266
ITA,UKR,2355.536
CHN,BHS,2355.132
HKG,BGR,2333.018
CAN,ITA,2329.352
SGP,MUS,2317.47
LVA,ROU,2310.481
IND,SWE,2290.458
USA,JAM,2289.795
IDN,CZE,2289.53
HUN,MAR,2282.366
IRL,SVK,2280.56
NGA,BEL,2276.916
POL,SVN,2274.459
SWE,AUS,2274.435
PRT,SVK,2273.476
EST,DNK,2270.892
USA,KNA,2268.141
CYP,SWE,2266.069
BEL,ZAF,2261.571
ZAF,SWE,2256.948
KHM,FRA,2255.245
SGP,QAT,2254.082
CHN,NCL,2242.428
THA,PRT,2229.363
MAR,HUN,2224.362
PHL,MAC,2217.915
DNK,CYP,2216.526
TUR,ARE,2211.439
SWE,MYS,2202.154
BRA,EST,2200.545
GBR,IRQ,2199.451
HRV,GBR,2196.555
DZA,BEL,2191.893
DEU,CHL,2188.845
ZAF,NLD,2184.91
ROU,SVK,2183.22
DNK,JPN,2180.473
POL,PRT,2165.346
BGR,UKR,2158.466
TUR,GRC,2157.809
NLD,MAR,2150.879
NZL,IND,2150.322
PHL,DNK,2143.155
SWE,BRA,2135.033
CHL,PAN,2134.066
KOR,CRI,2132.464
BRA,IDN,2131.577
RUS,TWN,2130.428
CAN,IDN,2128.672
NLD,CUW,2120.598
USA,KAZ,2113.887
PRT,CPV,2111.141
GHA,JPN,2110.674
LUX,NLD,2108.523
HKG,PAK,2107.068
LVA,SGP,2099.71
JOR,JPN,2098.353
CRI,FRA,2095.924
AUS,ESP,2092.156
SVN,FRA,2084.36
HRV,DNK,2080.396
NLD,TUN,2076.605
CZE,BRA,2075.787
LAO,MYS,2075.394
PHL,CUW,2075.35
NZL,SGP,2067.537
BGD,USA,2065.468
EST,SWE,2061.758
FRA,HRV,2058.359
LVA,DEU,2056.505
TUR,ITA,2053.926
CAN,TUR,2053.273
DEU,KAZ,2052.107
CAN,ESP,2039.36
SVN,BEL,2035.537
LTU,KOR,2031.81
IRL,BGR,2026.598
IDN,GBR,2023.132
NOR,CHN,2011.079
AUS,IND,2008.46
VNM,TUN,2000.813
SGP,BGD,2000.801
MAR,CAN,1998.253
HUN,DNK,1983.537
MUS,ZWE,1982.672
BEL,AND,1975.164
FRA,SEN,1974.836
HKG,ROU,1969.103
BEL,GRC,1965.305
CHN,VEN,1964.508
DEU,BEN,1961.035
THA,TZA,1957.275
CHN,TKM,1948.392
HRV,FRA,1946.168
BGR,HUN,1943.401
AUS,CAN,1942.554
GRC,ARM,1941.231
ZAF,MOZ,1939.336
PHL,MDA,1935.359
SWE,PRT,1934.836
SVN,UKR,1925.128
GRC,FRA,1922.175
CHN,GMB,1919.891
CRI,VNM,1915.858
NLD,KHM,1914.37
BEL,IDN,1914.068
FRA,NOR,1913.298
USA,KEN,1912.358
AUS,PNG,1911.287
HKG,DNK,1910.624
NLD,QAT,1909.066
ESP,THA,1903.779
GBR,LKA,1902.522
MAR,MYS,1898.743
HUN,BGR,1896.431
GBR,BGR,1892.886
ITA,CHL,1891.665
KOR,DNK,1888.406
VNM,ECU,1876.941
AUS,THA,1875.727
AUT,IRL,1873.578
FIN,ITA,1870.7
LTU,UKR,1867.708
ITA,BFA,1864.334
CMR,KOR,1864.018
NZL,AUS,1863.287
GBR,IDN,1860.185
HUN,AUS,1859.994
HUN,CAN,1856.849
ZAF,GBR,1855.176
MEX,BEL,1847.558
SVN,BGR,1845.813
MEX,TUR,1844.942
POL,IND,1843.573
CAN,SAU,1829.993
CHE,TUR,1828.037
SAU,MYS,1825.142
CZE,THA,1823.261
TUR,SRB,1821.478
TUR,CYP,1820.428
LVA,GBR,1816.552
AUT,IND,1812.631
HRV,BIH,1798.931
SVN,BIH,1794.695
FRA,MLI,1794.501
BGR,GBR,1791.388
BEL,MAR,1787.28
USA,IRQ,1786.282
USA,DZA,1784.168
BGR,POL,1781.473
GBR,MAR,1778.247
FRA,ARG,1776.128
ITA,NOR,1776.043
DNK,LTU,1774.767
CHN,COM,1771.062
FIN,HKG,1765.014
CAN,CHE,1763.546
SGP,LKA,1759.984
SVK,SGP,1755.078
HKG,AUT,1734.323
MYS,LVA,1730.092
GBR,PRT,1729.039
ITA,SRB,1728.314
CHE,BGR,1715.761
SWE,ROU,1714.904
FRA,TKL,1709.327
NLD,BES,1707.13
CAN,DNK,1704.604
RUS,IND,1700.1
CHN,BLZ,1696.322
MYS,KAZ,1695.768
BLR,KOR,1695.407
JPN,ARE,1694.808
THA,LKA,1694.274
TUN,HKG,1689.714
FIN,ESP,1672.374
NZL,THA,1665.807
MEX,CRI,1663.997
KOR,SVN,1659.32
CHN,CAF,1654.45
HUN,SVN,1649.408
SVK,SWE,1648.018
IND,TUR,1646.807
POL,IRL,1646.466
SRB,CHN,1646.013
ESP,SVK,1645.502
USA,MKD,1644.381
GRC,SRB,1642.86
BGR,SVK,1642.551
GBR,NIC,1636.329
HKG,CHL,1630.113
CAN,CHL,1629.151
ZAF,COD,1627.472
PHL,LKA,1619.769
RUS,KAZ,1615.429
THA,CRI,1612.877
SLV,SGP,1609.409
USA,LTU,1602.8
ROU,BGR,1602.056
DNK,MYS,1599.221
NOR,POL,1595.417
JPN,LUX,1592.463
GBR,NZL,1583.753
LBN,IRQ,1578.353
CHN,AGO,1575.439
USA,SEN,1575.361
CYP,NLD,1569.681
ARE,PAK,1568.522
VNM,SVN,1565.159
JPN,NGA,1563.781
CRI,THA,1561.288
DOM,CAN,1558.173
ESP,BGR,1556.426
ARE,SGP,1555.541
SVN,MEX,1553.692
ROU,ESP,1548.308
ARE,NGA,1547.115
SWE,GRC,1540.281
ESP,CAN,1538.996
AUS,NGA,1530.468
BGR,LTU,1530.193
FIN,TUR,1528.821
CRI,ROU,1527.44
SGP,BRN,1527.327
BRA,ITA,1527.316
CHE,FIN,1525.882
SWE,ESP,1523.231
CHN,GAB,1522.817
USA,MLI,1522.301
USA,EGY,1508.857
ESP,AUS,1505.734
COL,USA,1502.53
LKA,JPN,1494.365
DEU,NZL,1493.663
DNK,PNG,1490.434
NIC,CRI,1486.954
EST,CZE,1484.131
SRB,HKG,1483.097
CHE,SAU,1480.221
NLD,SUR,1478.951
ROU,IND,1477.114
CHN,SYR,1476.324
IDN,AUT,1475.658
FIN,CHE,1469.775
NAM,ZWE,1467.442
MAR,AUT,1467.145
NZL,GBR,1460.641
PHL,EGY,1458.712
MYS,EGY,1457.116
VNM,CHL,1453.887
LTU,CHN,1451.693
IND,SAU,1447.793
SWE,SVK,1447.139
MYS,COL,1444.21
IDN,ARG,1443.172
PRT,TUN,1441.522
PRT,CAN,1437.227
AUS,IDN,1435.34
HKG,KWT,1434.539
SGP,EGY,1433.872
MLT,PHL,1433.454
JPN,EGY,1427.457
ESP,LTU,1424.909
LVA,NLD,1421.552
LVA,AZE,1419.773
DNK,SGP,1417.905
CZE,KAZ,1414.866
ITA,COL,1414.066
PRT,AZE,1413.681
LKA,USA,1408.906
CHE,ISL,1408.357
