# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = batteries; HS6 codes (10): 282520,283691,850710,850720,850730,850740,850750,850760,850780,850790
exporter_iso3,importer_iso3,value_kusd
COL,CHL,5785.75
SWE,TUR,5769.383
IND,KEN,5701.137
MAR,FRA,5675.519
HUN,AUS,5675.459
BGR,SWE,5658.951
CHL,CAN,5640.833
ZAF,CHN,5628.601
BWA,ZWE,5617.507
CHN,SSD,5603.905
KOR,IRL,5593.352
FRA,BRA,5583.838
CHN,SOM,5575.277
VNM,FIN,5562.586
TUR,NLD,5561.135
NLD,JPN,5554.715
TWN,SGP,5548.372
ESP,THA,5499.424
COL,TTO,5460.134
HKG,IDN,5424.841
CZE,NOR,5421.352
PHL,MEX,5413.438
ITA,DNK,5406.839
BRA,CHL,5373.604
IND,ZAF,5352.604
LUX,DEU,5351.279
MYS,ITA,5327.049
BRA,DOM,5308.731
DEU,MAR,5304.335
POL,LVA,5297.943
ITA,BGR,5296.247
SVK,SVN,5255.459
HKG,KHM,5248.847
FRA,IND,5247.405
JPN,ISR,5244.352
NLD,UKR,5226.007
ESP,KOR,5219.581
COL,SLV,5211.57
GRC,ROU,5210.053
THA,KOR,5194.288
POL,NZL,5192.458
NOR,USA,5190.524
GBR,IND,5169.355
SWE,OMN,5168.8
KOR,SLV,5165.395
MYS,OMN,5122.069
AUT,BGR,5118.214
VNM,HKG,5117.701
POL,EST,5111.592
POL,ZAF,5067.981
AUT,PRT,5061.734
MEX,BEL,5038.063
JPN,PHL,5026.169
AUT,NOR,5020.285
MAR,MRT,5008.886
TUR,SRB,5001.858
TUR,QAT,5001.84
ESP,ROU,4993.967
SGP,IND,4990.364
FRA,TUN,4978.398
TUR,SWE,4975.045
POL,TWN,4919.515
BEL,LUX,4913.761
GBR,CHE,4896.493
DEU,NZL,4892.92
CHN,MDA,4877.341
OMN,SAU,4868.647
ARE,ZAF,4830.191
BGR,SAU,4828.695
CHN,TKM,4827.13
LVA,LTU,4781.145
FRA,SVN,4777.361
DNK,POL,4773.496
CHN,SLB,4770.814
USA,SXM,4759.372
HRV,GBR,4747.732
CHN,LAO,4746.855
BRA,USA,4734.423
VNM,COL,4721.238
HKG,JPN,4703.011
SWE,BRA,4665.899
LTU,LVA,4660.138
THA,TWN,4659.169
UKR,DEU,4656.463
SAU,QAT,4648.365
THA,HKG,4647.907
MYS,IDN,4632.37
POL,DZA,4626.708
JPN,SAU,4625.519
MEX,JPN,4625.363
CHN,SYR,4622.98
SGP,BRA,4612.907
NLD,LUX,4596.006
VNM,AUT,4583.439
KOR,JAM,4581.433
ITA,SGP,4581.424
KAZ,AZE,4571.445
GBR,ROU,4567.893
KOR,CRI,4561.607
ARG,ESP,4557.039
MEX,PAN,4556.687
GRC,GBR,4555.636
VNM,UGA,4550.639
DEU,KAZ,4542.785
EST,SWE,4537.706
TUR,CZE,4525.828
KOR,SRB,4521.668
KOR,SOM,4513.117
ESP,AUT,4506.756
JPN,CHL,4503.95
COL,DOM,4501.33
GRC,BEL,4501.092
ZAF,TZA,4498.423
KOR,BGR,4497.219
HKG,CZE,4475.809
TUR,BLR,4466.463
ESP,CUB,4465.542
JPN,NOR,4465.167
COL,JAM,4454.11
TUR,HUN,4438.168
JPN,DNK,4429.925
DEU,ARG,4414.117
GBR,FIN,4412.351
ITA,ZAF,4408.746
CZE,MAR,4398.938
IND,ESP,4395.023
DNK,FIN,4389.209
CHN,SDN,4382.978
BGR,TUR,4369.249
CHN,GMB,4363.456
KOR,UKR,4354.774
MYS,CHE,4347.576
DEU,CHL,4345.825
ZAF,USA,4342.553
SVK,TUR,4341.219
PHL,SAU,4336.666
CHL,TWN,4336.531
GBR,HUN,4321.707
BGR,SRB,4321.099
MAR,DEU,4320.139
CHN,ISL,4317.725
DEU,QAT,4314.394
SWE,MEX,4310.307
BRA,ZAF,4306.695
CZE,SVN,4297.805
FRA,IRL,4295.182
CZE,EST,4289.976
ARE,ISR,4287.0
ITA,BRA,4277.103
ESP,IRL,4275.735
ITA,FIN,4272.249
PHL,IND,4268.919
TWN,SWE,4262.5
SWE,LTU,4252.878
RUS,KGZ,4251.352
CHN,CAF,4235.358
KAZ,BLR,4234.123
HRV,ITA,4228.878
BGR,HUN,4223.554
AUT,RUS,4215.795
SVN,COL,4209.065
HKG,SLB,4200.244
USA,IDN,4197.72
TWN,IND,4161.311
UZB,KGZ,4157.12
COL,PAN,4144.082
GBR,MAR,4137.936
IRL,ITA,4113.738
TUR,TTO,4105.567
MKD,POL,4104.565
CHN,BWA,4103.465
NLD,LTU,4067.177
KOR,SEN,4061.604
KOR,ROU,4055.611
AUS,GBR,4049.356
CZE,LTU,4038.479
ZAF,SWZ,4037.819
FIN,CAN,4026.567
FRA,GRC,4022.843
SAU,KWT,4011.495
USA,PHL,4011.426
CHN,RWA,4009.769
CHN,GAB,4009.263
BEL,GRC,3992.814
BRA,COL,3972.726
KAZ,TJK,3969.054
BEL,DNK,3959.85
DNK,USA,3937.188
FRA,GIN,3932.161
FRA,KAZ,3920.083
CHN,CYP,3916.805
IND,KHM,3901.312
AUT,JPN,3898.627
GBR,KOR,3891.766
USA,VNM,3876.587
MYS,ESP,3866.561
HUN,NOR,3851.882
MYS,CMR,3840.768
AUT,CHN,3839.792
IND,MMR,3839.135
SVN,BEL,3832.696
SWE,QAT,3825.676
TUR,SVN,3818.871
TUR,ALB,3808.281
SVN,CHE,3797.319
SWE,AUT,3793.069
BEL,AUT,3790.904
TUN,BGR,3780.394
ROU,BEL,3771.523
HRV,SVN,3746.022
HKG,CAN,3742.757
ITA,MLT,3732.617
CHE,ISR,3728.576
MYS,NGA,3724.759
LUX,FRA,3716.125
SVN,FIN,3712.241
SWE,IRQ,3703.666
IND,SEN,3703.03
MYS,UKR,3694.11
HUN,CHN,3678.881
EST,DEU,3677.936
HKG,NZL,3677.613
SVN,SRB,3677.184
FIN,MEX,3674.345
CHN,LBR,3670.822
DNK,FRA,3667.845
ZAF,GBR,3656.825
NLD,LVA,3654.24
HKG,SGP,3648.753
TUR,LBN,3646.811
POL,EGY,3632.022
MYS,KWT,3622.32
CHN,COG,3621.975
MEX,DNK,3619.028
KAZ,UZB,3618.977
JPN,ARE,3618.36
RUS,IND,3612.553
CHN,MWI,3605.405
CHN,TJK,3605.022
POL,BIH,3595.956
MKD,BIH,3595.483
CHN,BIH,3593.518
JPN,LKA,3591.288
NLD,SVN,3585.586
ECU,COL,3578.402
DEU,LBY,3578.107
ESP,SRB,3570.168
IND,KOR,3561.744
TUR,MKD,3555.154
CHL,BRA,3547.885
TWN,BGR,3540.697
ISR,HUN,3539.78
BEL,ISR,3518.641
THA,GBR,3516.44
ESP,BRA,3512.212
FRA,SVK,3509.82
MAR,JOR,3495.973
BRA,GUY,3493.66
DEU,SRB,3482.652
LUX,POL,3478.432
DNK,NOR,3476.649
DEU,COL,3457.733
CHN,AFG,3455.924
IDN,FRA,3451.963
HKG,PHL,3445.658
SWE,KOR,3440.678
VNM,TZA,3435.965
SVN,GRC,3431.556
TUR,AFG,3426.651
AUT,LTU,3426.6
CHE,POL,3424.809
AUT,FIN,3413.771
ITA,MKD,3408.795
ITA,IND,3394.059
ECU,USA,3390.86
CHE,GBR,3380.652
ARE,IND,3377.636
FIN,LVA,3376.658
JPN,JOR,3375.962
GRC,PRT,3374.537
IND,HKG,3374.205
SWE,MYS,3351.203
GBR,NOR,3344.007
THA,SEN,3342.175
LUX,ROU,3342.106
TWN,BEL,3334.559
USA,NIC,3324.85
ITA,TWN,3320.927
KOR,LVA,3320.91
IND,UGA,3315.68
BGR,MKD,3314.461
THA,CHN,3302.026
FRA,GAB,3288.91
NLD,SVK,3288.862
THA,SGP,3288.322
SVN,SAU,3276.654
SVN,SGP,3276.054
KOR,OMN,3274.51
BGR,UZB,3267.501
TUN,LBY,3258.445
TUR,POL,3258.432
SWE,GRC,3258.426
KOR,DJI,3249.749
BEL,USA,3240.329
PHL,SGP,3239.495
CHE,CAN,3228.545
NLD,NZL,3224.246
IND,SOM,3221.952
SWE,IDN,3219.179
NGA,GHA,3216.189
ESP,COL,3213.961
ARE,SAU,3208.596
SGP,ARE,3196.878
ROU,CZE,3196.028
TUN,ITA,3195.817
ITA,BIH,3189.215
USA,UKR,3188.97
IND,CAN,3183.33
BGD,AUS,3180.139
ESP,UKR,3175.48
IDN,GRC,3163.545
USA,JAM,3153.901
CHN,AGO,3152.387
IDN,SGP,3151.687
IDN,SAU,3148.36
MEX,CHE,3143.198
IND,AFG,3127.233
LUX,BGR,3123.806
CHN,ARM,3110.11
RWA,KEN,3108.673
AUT,DNK,3103.638
MEX,SGP,3096.791
POL,KAZ,3082.294
CZE,BRA,3079.966
IDN,BGD,3066.787
LVA,EST,3045.48
EST,LTU,3042.77
MLT,DEU,3033.883
TUR,PRT,3031.808
MKD,HRV,3031.505
IND,BTN,3030.707
GBR,MEX,3021.231
CHL,ARG,3017.806
VNM,NGA,3013.24
RUS,AZE,3013.117
CZE,MDA,3004.444
POL,PRT,3002.821
UKR,LTU,3001.855
VNM,NOR,2992.669
UKR,ITA,2988.65
ZWE,ZMB,2986.303
GBR,CAN,2964.585
MYS,POL,2963.757
PHL,THA,2949.417
NLD,KOR,2947.367
ROU,PRT,2938.314
TWN,IRL,2937.671
FRA,NCL,2937.006
TWN,ARE,2929.76
HKG,MAC,2928.942
SVN,EGY,2926.24
SGP,CHL,2911.522
TWN,TUR,2898.139
BGR,DNK,2890.922
MKD,ROU,2889.836
TWN,ISR,2887.696
MEX,BRA,2876.733
HRV,MKD,2876.349
FRA,MLT,2873.5
AUT,SGP,2867.064
TUR,PSE,2866.304
COL,HND,2864.132
ITA,TUN,2859.699
SWE,HRV,2836.762
FRA,THA,2835.468
IDN,MEX,2827.498
GBR,SGP,2826.668
AUT,ZAF,2824.08
SVK,ROU,2822.212
IND,FRA,2813.218
DNK,BEL,2813.076
ROU,TUR,2797.994
CAN,CHN,2797.983
ITA,EGY,2794.201
CZE,CAN,2765.997
ITA,ALB,2765.749
GRC,ARE,2763.077
ESP,TWN,2760.147
CHE,NOR,2759.554
BLR,AZE,2755.553
KOR,TTO,2753.762
ITA,CYP,2746.71
SVN,CZE,2743.349
BEL,PRT,2741.918
VNM,QAT,2741.476
VNM,CRI,2738.29
NOR,KOR,2733.093
POL,BRA,2727.49
SWE,HUN,2721.753
USA,SLV,2721.292
PAK,ARE,2711.66
CZE,ALB,2704.85
SGP,HUN,2702.244
SVN,NOR,2701.723
SVK,AUT,2690.502
IRL,DNK,2685.381
SGP,KOR,2685.138
ITA,THA,2682.057
ZAF,LSO,2662.339
THA,ITA,2655.516
CZE,MEX,2655.507
AUT,IRL,2654.192
ROU,FIN,2652.289
USA,CZE,2651.758
LUX,SVN,2628.556
ARE,MYS,2624.585
GRC,SRB,2623.834
BGD,KWT,2615.046
SVK,UKR,2611.664
TUR,MAR,2610.529
ZAF,COD,2609.622
JPN,BGR,2609.141
AUT,UKR,2597.92
CZE,EGY,2596.958
MEX,MYS,2596.429
IRL,ISR,2589.313
JPN,PAK,2587.413
KOR,YEM,2582.398
NGA,CHN,2580.093
TWN,ARG,2579.883
AUT,MKD,2574.048
MYS,CZE,2559.351
MYS,ARG,2545.289
IDN,ESP,2541.205
HKG,ZWE,2532.112
USA,CYM,2527.615
SAU,SDN,2527.177
IDN,CHN,2522.098
RUS,ARM,2521.732
IDN,AUS,2521.341
HKG,ARG,2516.095
NOR,POL,2502.446
FRA,CMR,2501.652
CHN,COM,2500.615
FRA,MEX,2497.169
GBR,PRT,2497.129
KOR,HND,2476.261
PRT,ARE,2475.091
ITA,QAT,2472.591
ESP,CHN,2471.855
USA,NGA,2470.998
BGR,LTU,2455.965
UKR,AZE,2452.979
USA,VEN,2450.014
CHN,FJI,2443.572
USA,TTO,2433.679
GRC,ZAF,2426.918
GBR,HKG,2425.834
TWN,FIN,2425.229
SWE,TZA,2419.902
VNM,EGY,2417.737
NLD,SAU,2414.508
DEU,CYP,2408.039
SWE,CHN,2404.491
SVK,USA,2399.82
KAZ,UKR,2399.474
HKG,RUS,2397.876
PHL,KOR,2385.436
BGR,IRL,2382.848
JPN,SWE,2369.524
SVN,DNK,2366.677
CHN,NRU,2364.726
IND,NLD,2346.743
IDN,TWN,2345.992
DEU,ISL,2340.559
VNM,PAK,2337.636
TUR,MDA,2335.113
PRT,AGO,2333.429
CHN,BRN,2327.492
TWN,SAU,2321.747
NOR,DNK,2321.688
COL,CRI,2313.954
DNK,ITA,2312.496
IDN,SDN,2309.317
CHE,MKD,2298.933
DEU,PER,2296.173
HRV,KOR,2295.224
BRA,CAN,2288.324
VNM,NZL,2288.239
IRL,PRT,2287.937
EGY,JOR,2278.415
EST,LVA,2268.3
TUR,SEN,2265.894
CZE,PRT,2262.836
NLD,HKG,2261.822
FIN,AUT,2261.795
KOR,GHA,2260.011
PRT,NLD,2259.423
POL,MAR,2259.334
ISR,IND,2252.79
DEU,KWT,2250.051
KOR,HTI,2248.658
CHL,TUR,2248.623
ESP,BGR,2247.088
MYS,IRL,2235.998
BEL,CHN,2235.964
HKG,ZAF,2235.468
BGR,SVN,2232.155
COL,CAN,2231.745
FRA,COG,2230.321
ZAF,DEU,2229.622
LUX,IND,2229.397
SVN,LVA,2229.121
CHL,ZAF,2226.983
GRC,CYP,2226.105
PRT,NOR,2225.377
POL,ARE,2224.949
JPN,NZL,2224.378
PHL,CHE,2220.404
KOR,IRN,2216.487
BGR,CHN,2214.353
BGR,CZE,2213.701
BGD,CHL,2212.232
HKG,ITA,2210.226
MYS,BHR,2207.711
POL,MKD,2206.965
FRA,NGA,2204.943
COL,GTM,2204.581
FRA,KEN,2198.16
USA,RWA,2192.085
COL,GUY,2190.771
ARE,SGP,2188.51
MYS,SDN,2188.209
LUX,TUR,2183.709
FIN,POL,2178.588
KOR,SVN,2176.556
BEL,NOR,2174.386
GBR,PER,2173.591
POL,IRL,2169.089
MYS,GHA,2167.724
ITA,KWT,2161.541
SWE,TWN,2161.494
LUX,GBR,2157.058
VNM,BEL,2154.944
PRT,FIN,2153.264
ARG,NLD,2152.512
VNM,KWT,2146.351
SGP,NZL,2146.327
BRA,MEX,2145.408
RUS,UZB,2136.722
AUS,PNG,2136.512
KOR,NIC,2134.929
MUS,ZWE,2131.918
AUT,ARE,2125.563
BEL,HUN,2117.936
JPN,ISL,2115.825
SWE,SVN,2112.057
NOR,GBR,2111.848
DEU,MKD,2109.489
BGR,BEL,2105.499
ESP,KAZ,2101.778
USA,GUY,2100.41
SWE,UGA,2099.713
USA,EGY,2093.244
CHE,MYS,2090.229
HUN,BIH,2086.021
SVN,MYS,2084.718
NLD,TUR,2080.93
CHN,ERI,2078.608
CRI,USA,2073.497
PHL,TWN,2061.342
MYS,AUT,2060.632
BGR,FIN,2058.391
UKR,GBR,2055.138
BRA,PER,2054.019
BGR,NOR,2041.801
FRA,NZL,2032.291
BOL,LVA,2030.0
SVK,SWE,2026.921
DEU,OMN,2020.084
ROU,AUT,2018.594
AUT,AUS,2008.443
MYS,BEL,2003.683
MEX,ESP,2002.327
USA,AGO,1999.007
FRA,BFA,1995.557
LUX,USA,1986.597
GRC,MEX,1986.392
DEU,BIH,1981.574
CHE,BEL,1979.192
IND,BEL,1975.53
TWN,IDN,1971.94
HKG,MOZ,1968.53
GBR,UKR,1968.41
VNM,KHM,1964.467
BRA,PAN,1963.276
TWN,NOR,1963.232
LUX,KOR,1954.891
USA,IRQ,1952.959
VNM,MMR,1947.837
DEU,MDA,1939.7
ISR,AUT,1939.122
NLD,EST,1935.865
THA,YEM,1922.711
FIN,FRA,1922.535
GRC,GIN,1921.978
HKG,TZA,1921.251
TUR,CHE,1920.466
IND,BRA,1914.259
ISR,THA,1913.002
CHN,ALB,1912.124
CAN,UKR,1908.273
PAK,OMN,1907.537
NOR,FIN,1905.75
JPN,PAN,1905.7
VNM,PRT,1904.669
LUX,BEL,1901.144
TWN,AUT,1900.289
NOR,IND,1896.654
PHL,IDN,1893.195
PHL,IRL,1892.491
CZE,BIH,1892.108
PER,CHL,1890.498
KOR,ISL,1888.416
KOR,PRY,1884.045
FRA,HKG,1881.932
IDN,BOL,1877.12
ROU,MKD,1870.655
GRC,DNK,1866.667
TUR,BIH,1864.992
THA,MEX,1864.452
ARG,GBR,1863.024
IDN,SWE,1860.584
CHN,GNB,1855.876
SGP,FIN,1853.774
IDN,YEM,1851.415
SVN,AUS,1843.879
CHN,BLZ,1841.315
IND,GHA,1838.88
TUR,GHA,1832.815
HRV,SRB,1825.808
SAU,OMN,1825.608
SWE,CHE,1825.584
TWN,COL,1824.124
BRA,VEN,1813.44
FRA,TZA,1812.558
AUT,DZA,1811.656
MEX,SWE,1806.744
KEN,MWI,1805.97
ESP,JPN,1802.007
PER,VEN,1796.18
CZE,IRL,1794.831
SWE,NGA,1789.387
ZAF,MWI,1788.899
DOM,HTI,1786.184
IDN,FIN,1786.067
LVA,NLD,1785.518
PRT,ISR,1784.732
CHN,GEO,1783.773
FRA,CHL,1783.043
IDN,DJI,1781.231
HKG,AUT,1778.259
TUR,JAM,1775.171
ISR,SGP,1774.15
JPN,KHM,1770.217
SGP,FRA,1769.974
SWE,LVA,1769.529
FIN,AUS,1767.944
SVN,ARE,1758.434
DEU,IRQ,1758.083
MYS,NOR,1752.773
BRA,DEU,1748.169
IND,COD,1746.217
ESP,PER,1743.939
DNK,HUN,1741.631
BGR,GEO,1741.26
USA,BGR,1735.125
GBR,ZAF,1729.689
LVA,UKR,1725.688
USA,BLZ,1725.253
CHN,BHS,1720.366
DEU,UZB,1715.754
PRT,POL,1715.696
USA,URY,1711.04
CHN,NER,1707.39
LUX,ARE,1701.912
FRA,UKR,1697.252
SVN,ZAF,1696.177
SWE,VNM,1693.377
DNK,ZWE,1693.085
FRA,MLI,1691.458
ESP,QAT,1686.194
NLD,ZAF,1684.168
ARE,CHE,1679.914
TUR,TUN,1678.671
DNK,ISL,1675.522
SGP,ISR,1671.941
TUR,TJK,1669.066
MYS,GIN,1665.778
MYS,MKD,1664.872
GBR,TWN,1663.926
IND,PRT,1661.859
BGR,DZA,1661.031
ESP,KWT,1660.642
BEL,TUR,1659.631
PRT,CHE,1659.461
TUR,CIV,1658.944
THA,BOL,1658.625
CHN,SUR,1653.971
MKD,BGR,1653.485
SVN,BIH,1650.407
USA,ETH,1649.856
TUR,VEN,1643.699
IDN,PNG,1636.498
FRA,QAT,1634.789
PHL,POL,1629.436
MEX,KWT,1622.939
CAN,NLD,1622.359
VNM,PER,1620.593
ESP,CAN,1620.07
DEU,DZA,1618.075
TWN,SVK,1615.352
BGR,PRT,1614.554
SWE,ARG,1609.082
RUS,POL,1608.709
USA,LTU,1607.498
GRC,CAN,1603.118
ARE,SEN,1603.011
HKG,POL,1602.771
BGR,BRA,1600.924
CIV,FRA,1595.538
GBR,CHL,1593.637
KEN,RWA,1591.101
USA,PRT,1588.358
USA,BRB,1586.806
DNK,LTU,1583.025
POL,CHL,1580.65
ROU,UKR,1580.073
TGO,MLI,1578.213
CHE,SAU,1570.791
SVK,GRC,1568.102
VNM,KAZ,1565.424
BEL,ROU,1564.7
MLT,AUT,1561.988
CZE,QAT,1559.973
HKG,JAM,1559.118
ESP,ARG,1552.567
CZE,THA,1550.26
BEL,CHE,1549.933
SWE,KWT,1545.681
CZE,AUS,1539.643
ECU,PER,1539.434
IND,MUS,1536.399
USA,KAZ,1536.361
JPN,KAZ,1528.686
SAU,BHR,1517.839
DEU,RUS,1514.822
USA,TCA,1512.277
USA,KEN,1507.686
NLD,EGY,1502.466
PER,DOM,1501.773
KOR,EGY,1499.932
FRA,JOR,1498.67
CAN,FRA,1489.273
SAU,IRQ,1488.265
SGP,ZAF,1485.919
BGR,ISR,1485.875
NOR,FRA,1482.549
SVN,SVK,1481.032
GEO,ARM,1479.771
ROU,MAR,1477.365
IND,ISR,1476.878
CHN,DMA,1476.832
IDN,BRA,1475.85
GRC,IND,1471.522
FRA,MYS,1469.555
POL,TUN,1465.506
VNM,CHL,1465.345
AUS,FJI,1463.698
SRB,BIH,1459.003
IRL,HUN,1457.943
GBR,BRA,1456.225
CHE,HRV,1454.626
JPN,SVN,1452.897
TUR,LTU,1451.888
VNM,KEN,1446.372
POL,IDN,1445.946
FRA,HRV,1445.937
SWE,DZA,1442.234
TUR,KEN,1441.682
HKG,KOR,1440.85
USA,ISL,1436.837
SVK,NLD,1433.321
ITA,MDA,1430.732
GBR,QAT,1427.589
AUT,ARG,1424.484
PER,ECU,1423.12
DEU,MDV,1421.703
USA,ABW,1420.842
NLD,CYP,1420.697
CHE,SWE,1419.191
LUX,GRC,1417.638
KOR,AZE,1414.487
GRC,KOR,1412.612
CHN,BRB,1409.344
RUS,EGY,1404.011
POL,ISR,1402.726
SWE,IND,1394.353
VNM,SRB,1393.726
HKG,SWE,1393.157
KOR,GEO,1392.54
ISR,NLD,1383.801
ESP,HRV,1382.847
MEX,BLZ,1382.673
ROU,ESP,1381.843
KWT,ITA,1375.492
TUR,ARM,1373.9
DNK,ESP,1373.509
HKG,GRC,1373.439
KOR,MMR,1373.265
HKG,AUS,1372.824
MYS,LBN,1371.296
CZE,KGZ,1370.784
KOR,KHM,1367.345
KAZ,CHN,1356.282
ARE,CHL,1356.086
HKG,DNK,1353.38
ISR,AZE,1351.454
USA,LUX,1350.397
DEU,ECU,1348.818
NLD,SGP,1348.65
ESP,LBN,1347.068
THA,ARG,1347.0
DEU,LBN,1345.224
JPN,MNG,1344.797
IND,ZMB,1340.805
SRB,TUR,1340.446
JPN,ECU,1336.133
DEU,AZE,1334.667
HRV,BIH,1331.953
CHN,TTO,1331.63
MEX,TWN,1330.039
SVN,MEX,1329.614
MEX,ITA,1326.16
FRA,VNM,1323.544
AUT,THA,1322.551
JPN,SVK,1322.426
JPN,EST,1320.965
USA,MNG,1320.581
LTU,NLD,1315.358
ITA,MNE,1311.775
AUT,SRB,1311.32
MEX,NGA,1308.173
AUS,MYS,1304.734
FRA,CIV,1301.725
NLD,AUS,1300.374
FIN,ISL,1298.222
POL,MNE,1297.857
BGD,QAT,1297.322
HUN,MYS,1296.191
CHN,PYF,1295.783
PRT,AUS,1295.559
BEL,IRL,1294.027
SWE,ISR,1292.882
HKG,GEO,1292.579
SGP,BGD,1291.078
CHE,JPN,1288.432
MYS,PER,1285.122
LAO,THA,1284.445
CHN,VUT,1282.621
IND,MEX,1280.993
ITA,NGA,1280.762
EST,POL,1279.496
TGO,CIV,1273.529
LTU,DEU,1271.99
DEU,GEO,1271.067
VNM,BGR,1270.607
KEN,ZWE,1269.698
USA,HUN,1268.275
CHL,VNM,1268.017
BGR,KGZ,1266.527
ITA,LBN,1265.747
IND,SDN,1263.96
DEU,TUN,1262.408
GBR,LBN,1260.884
PRT,MAR,1258.439
SVK,KOR,1257.55
ROU,SVK,1256.973
PHL,BRA,1256.233
BGR,BIH,1256.185
KOR,JOR,1255.878
UKR,MDA,1255.589
LAO,CHN,1254.042
SWE,PRT,1253.253
UKR,CZE,1251.261
AUT,TJK,1248.404
FRA,PYF,1244.017
ESP,LBY,1241.846
ROU,SRB,1240.503
IDN,PER,1239.75
DEU,ARM,1238.783
ITA,HKG,1236.931
POL,TJK,1236.537
VNM,MOZ,1236.248
SVN,TWN,1234.896
CAN,AUS,1233.858
BGR,JOR,1232.306
IDN,KWT,1229.985
NLD,OMN,1229.838
KOR,MUS,1229.465
KOR,MOZ,1226.805
AGO,COD,1226.569
FRA,IDN,1226.423
HKG,CHE,1226.402
FRA,MKD,1223.816
ISR,FRA,1219.828
USA,BWA,1217.745
BEL,AGO,1216.911
PRT,QAT,1215.633
FRA,BGR,1214.065
ESP,AND,1210.626
MEX,PER,1206.164
AUS,JPN,1202.82
AUT,BIH,1201.512
MEX,NOR,1198.066
CAN,FIN,1195.108
FRA,SRB,1192.797
KOR,DNK,1190.443
IRL,FRA,1189.309
KEN,ZMB,1186.733
TWN,PRT,1183.002
CHN,NCL,1182.891
LVA,POL,1182.125
GRC,AUS,1181.413
MYS,IRN,1180.531
NOR,NAM,1179.292
GBR,HRV,1178.525
ITA,JOR,1171.59
CHN,MNE,1171.559
SGP,THA,1171.482
SWE,EST,1169.577
FRA,BEN,1169.256
POL,PHL,1168.354
PRT,CZE,1166.445
AUT,TUN,1166.43
ARE,BFA,1164.784
ITA,IDN,1163.189
SGP,NOR,1162.622
BEL,LTU,1162.325
CHE,PER,1162.145
MEX,SAU,1161.132
SVN,JOR,1160.254
COL,CUW,1158.479
GBR,NZL,1155.877
TWN,CHL,1150.253
ARG,URY,1147.589
FIN,KOR,1147.35
JPN,PER,1146.586
DEU,BHR,1144.441
OMN,BHR,1143.465
FIN,SAU,1143.036
HUN,IDN,1140.359
SWE,CHL,1140.276
USA,CUW,1139.394
TUN,POL,1137.751
LVA,USA,1137.724
PRT,HUN,1136.887
ESP,HKG,1133.178
ESP,MDA,1130.009
TUR,LBR,1129.235
BGR,CHE,1128.878
MEX,POL,1123.226
UKR,ARM,1121.758
MEX,KOR,1120.63
TUR,SAU,1119.785
ITA,COL,1117.983
DEU,NGA,1117.158
MYS,YEM,1115.93
AUS,DEU,1108.155
PRT,USA,1107.329
SVN,KOR,1107.256
CHL,BOL,1105.57
CAN,GBR,1104.708
IND,BOL,1104.687
IND,LBY,1104.491
CHL,AUS,1103.988
NOR,LKA,1103.861
SWE,LBY,1103.653
ESP,CIV,1101.264
MYS,NZL,1100.854
CAN,HKG,1100.816
ITA,ARG,1100.165
SLV,USA,1098.981
CAN,DEU,1097.78
POL,HKG,1097.475
BGR,ZAF,1096.906
FIN,IDN,1095.339
PER,BOL,1093.025
BEL,ARE,1092.607
EGY,KEN,1091.282
NLD,SRB,1090.843
USA,SUR,1089.007
CHN,PSE,1087.475
POL,JOR,1087.2
TUR,GIN,1086.364
VNM,GRC,1074.372
CAN,POL,1073.307
SWE,SVK,1070.27
COL,BOL,1067.09
FRA,GNB,1066.937
TUR,NGA,1063.799
GRC,BGR,1063.41
LTU,EST,1062.94
IRL,ARE,1062.213
HUN,SVN,1059.2
KOR,ETH,1058.263
USA,PAK,1053.872
CHL,MEX,1053.228
USA,HRV,1049.484
CYP,ISR,1047.186
SVN,IRL,1046.725
ITA,GHA,1046.702
FRA,ARG,1045.162
IRL,ZAF,1044.81
USA,BHR,1044.341
BEL,AUS,1042.476
HKG,SRB,1042.306
IND,GIN,1039.898
TUR,IRL,1039.84
AUT,CMR,1039.557
LKA,GBR,1038.979
BGD,BHR,1038.709
KOR,PRT,1037.776
GBR,LUX,1037.0
SGP,CHE,1035.905
SWE,HKG,1035.54
NLD,NGA,1033.938
IND,IRN,1032.218
VNM,ECU,1029.934
SGP,UKR,1027.233
LBN,SYR,1026.497
GBR,MYS,1026.484
DEU,PAK,1025.912
DEU,ALB,1024.572
ROU,BGR,1024.207
BGR,SVK,1022.336
SGP,DNK,1021.138
THA,RUS,1017.345
CZE,UZB,1016.989
SVN,CHL,1015.224
IDN,PRT,1014.593
EST,UKR,1014.228
VNM,LBN,1012.942
NLD,CUW,1012.123
PRT,CPV,1011.904
SWE,IRL,1011.546
MYS,CHL,1010.193
ISL,USA,1009.29
PAN,HKG,1007.479
GBR,JOR,1004.269
SRB,MNE,1003.631
LUX,CZE,1003.223
ESP,OMN,1002.7
KOR,PAK,1001.891
PRT,BEL,1001.609
