# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = critical_minerals; HS6 codes (44): 250410,250490,280461,280469,280511,280512,280519,280530,280540,282520,282530,282540,282560,282580,284161,284169,284180,284190,284410,284420,284430,284440,284450,284610,284690,380110,380120,380130,380190,811212,811213,811219,811221,811222,811229,811251,811252,811259,811292,811299,850511,850519,850520,850590
exporter_iso3,importer_iso3,value_kusd
IND,EGY,1706.309
IND,KWT,1697.039
ITA,TUN,1692.429
CHN,GTM,1692.158
BRA,PRY,1678.833
ESP,AUS,1677.741
CHN,TZA,1675.361
SVK,HUN,1662.955
ITA,RUS,1654.782
NLD,MYS,1650.619
HKG,THA,1649.219
CUB,CHN,1639.989
CHL,AUT,1639.826
HKG,TUR,1638.661
ESP,GRC,1638.136
HUN,POL,1636.703
CHN,ZMB,1635.667
ITA,THA,1635.169
POL,GBR,1634.247
IND,FRA,1627.833
CHE,SVN,1624.789
CHE,ESP,1614.463
SWE,CHN,1614.207
GBR,HKG,1612.203
NLD,PHL,1612.186
KAZ,ESP,1610.516
ESP,CHE,1602.344
ARE,THA,1601.49
CZE,TUR,1601.181
DEU,MAR,1600.813
POL,SVN,1594.153
TUR,BEL,1593.158
CHE,SVK,1592.499
HUN,THA,1588.81
JPN,ARG,1588.429
ISL,CAN,1587.922
HUN,ITA,1583.401
NZL,TWN,1573.43
ZAF,THA,1573.103
BEL,MYS,1572.498
MDG,JPN,1572.027
SVK,ESP,1570.908
DEU,LTU,1570.614
AUS,GBR,1570.072
TWN,SWE,1567.57
PRT,ESP,1567.189
LVA,SWE,1566.844
TWN,GBR,1564.306
GBR,CHE,1554.417
BEL,LTU,1552.467
TUR,COL,1547.412
FRA,CHL,1546.932
IDN,BRA,1542.549
FIN,CHN,1534.778
CZE,JPN,1528.55
AUT,TUR,1525.371
HKG,IND,1524.898
GBR,ROU,1521.359
HKG,ISL,1521.283
POL,NOR,1518.105
CHE,POL,1517.91
ZAF,SEN,1517.742
MYS,ROU,1516.927
GBR,MYS,1515.646
THA,NLD,1510.007
LUX,ESP,1509.303
IDN,KOR,1506.657
CZE,BRA,1504.522
MOZ,BEL,1502.481
FRA,PHL,1488.062
RUS,ESP,1480.208
NLD,SVN,1478.912
CHE,IND,1478.465
ARG,CHL,1478.366
USA,NGA,1472.304
MDG,SVN,1464.927
IND,CZE,1462.606
BRA,QAT,1456.78
USA,TTO,1456.488
KAZ,IND,1456.091
CHN,ALB,1454.558
IND,ESP,1454.227
IND,MEX,1452.671
USA,UKR,1448.398
ARE,ZAF,1445.68
POL,SVK,1443.127
SVN,SRB,1442.562
DEU,CHL,1439.103
UKR,JPN,1423.834
SWE,TUN,1421.219
PRK,CHN,1421.059
AUS,NLD,1420.156
NOR,AZE,1420.049
LUX,DEU,1417.411
CHN,ECU,1405.952
FRA,SVN,1403.791
RUS,SVK,1393.968
CAN,ZAF,1393.233
USA,KWT,1391.934
GBR,PER,1385.942
BRA,THA,1384.778
AUS,IDN,1382.533
HKG,NLD,1381.864
TUR,GBR,1378.277
IDN,MYS,1372.926
ZAF,COD,1371.661
MDG,POL,1369.869
ARE,EGY,1363.988
HUN,USA,1363.681
POL,SAU,1361.613
HKG,ISR,1360.938
ISL,AUT,1358.234
SWE,TUR,1351.619
CHE,PRT,1342.554
POL,BLR,1337.882
CAN,PER,1334.347
CZE,TWN,1333.376
SVK,CHN,1331.586
CHE,DNK,1328.272
POL,CAN,1325.142
SVN,HRV,1322.887
CHN,GEO,1321.492
ITA,FIN,1319.585
IDN,JPN,1316.283
CHE,MEX,1306.478
NLD,HRV,1303.977
POL,SWE,1302.723
DEU,BIH,1301.14
DEU,ISL,1297.148
UKR,GBR,1292.288
AUT,MEX,1291.827
ARG,ECU,1291.286
IND,CAN,1290.075
HKG,GBR,1282.802
ISR,CHL,1282.522
JPN,AUT,1272.078
SVN,AUT,1264.644
JPN,SLV,1260.289
TUR,SAU,1260.231
CZE,ARE,1259.616
ZAF,BEL,1256.664
ITA,HKG,1255.392
JPN,TUR,1251.176
CHN,LKA,1247.138
USA,ECU,1245.945
ARE,SAU,1239.689
TUR,BLR,1239.119
TUR,AUT,1239.077
GBR,ZAF,1235.482
FRA,DZA,1231.964
BLR,POL,1231.939
IND,SWE,1231.104
DEU,IRN,1230.291
ITA,VNM,1229.755
JPN,SVK,1228.378
SGP,NLD,1227.094
USA,ROU,1224.46
SGP,ARE,1222.176
TUR,EGY,1221.641
BEL,OMN,1217.167
MYS,IDN,1216.205
ROU,TUR,1210.137
USA,JAM,1207.164
MYS,MOZ,1205.597
IND,NPL,1195.506
AGO,ESP,1186.065
ITA,DZA,1184.954
SVK,ITA,1181.89
ITA,SVK,1175.669
NOR,DNK,1174.644
NZL,CAN,1171.447
TUR,IRQ,1170.213
CHN,KWT,1170.011
BIH,SVN,1159.955
ISR,BRA,1158.511
EST,FIN,1158.21
DNK,POL,1158.106
FRA,KAZ,1156.673
SVN,BIH,1151.517
ITA,DNK,1147.95
MYS,NOR,1147.062
BRA,BHR,1144.382
HUN,MEX,1144.339
THA,HUN,1143.337
HKG,BRA,1141.014
CHE,MYS,1139.322
ITA,CYP,1138.37
HRV,HUN,1137.801
MYS,ITA,1136.594
ROU,SRB,1130.674
ISL,NOR,1126.7
TUR,ITA,1124.566
DNK,ESP,1123.373
DEU,DZA,1123.067
TWN,MMR,1121.482
THA,DEU,1120.003
SWE,ITA,1113.117
FRA,ISL,1112.334
DEU,PER,1109.374
JPN,SAU,1104.857
DEU,PAK,1104.845
TUR,GEO,1104.608
MUS,ZWE,1103.896
HKG,IDN,1102.729
SVK,LUX,1099.4
CHL,ARG,1097.973
DNK,FRA,1097.646
BLR,DEU,1097.358
HUN,MYS,1096.007
POL,CHE,1095.258
GBR,ISL,1094.967
BEL,PER,1088.173
CAN,ISR,1087.085
BEL,ZAF,1086.862
IDN,SGP,1081.416
ZAF,NAM,1078.061
AUS,PNG,1074.091
HUN,CHN,1072.445
CZE,MEX,1067.72
HKG,ZWE,1065.723
ESP,TWN,1062.844
USA,PAK,1059.629
FRA,ISR,1058.294
MYS,BRN,1056.183
MDG,ARE,1053.876
CHE,ROU,1048.406
SAU,IND,1047.748
ITA,EGY,1044.044
USA,PRT,1040.046
HRV,ROU,1039.676
CHN,AZE,1039.493
JPN,DNK,1032.111
LTU,LVA,1031.725
CHN,MLT,1031.699
USA,GTM,1026.274
CHE,AUS,1025.125
SWE,HUN,1025.124
USA,PAN,1024.152
USA,GUY,1023.499
ISR,KOR,1018.25
FIN,GBR,1016.334
SVN,PHL,1015.667
BEL,PHL,1014.342
CAN,SGP,1003.056
DNK,FIN,1002.665
HUN,KAZ,997.397
IND,AUS,994.595
BEL,PRT,994.208
FRA,COL,991.408
SWE,ESP,990.666
PHL,TWN,987.49
MEX,IND,985.823
LKA,USA,982.133
MEX,FRA,981.028
ITA,NOR,980.482
BIH,ROU,979.349
UKR,POL,979.298
CHE,TWN,969.814
HUN,SVK,969.23
JPN,ARE,964.283
TWN,DNK,952.607
AUT,CAN,948.684
VNM,SRB,946.376
AUS,ZAF,941.615
TUR,IRN,941.241
IND,RUS,939.721
DNK,GBR,938.53
ITA,KAZ,930.953
AUT,HRV,928.925
RUS,TWN,928.862
GBR,SRB,922.594
MEX,TUR,922.059
AGO,DEU,920.599
HUN,SWE,919.873
ROU,AUT,914.831
CZE,BEL,914.397
ZAF,ARG,914.278
IND,PHL,913.837
ITA,BGR,911.012
TWN,AUT,908.481
IND,ZMB,906.187
BRA,CZE,900.867
POL,VNM,900.563
AUT,NOR,898.119
HRV,CZE,897.005
ROU,NLD,894.875
NOR,AGO,891.252
AUT,SAU,890.957
CAN,HKG,886.578
CAN,COL,881.002
BEL,ROU,879.95
TWN,TUR,874.958
GBR,PAK,873.37
USA,MAR,872.251
TUR,FRA,870.232
TWN,CHE,865.827
NLD,HKG,861.354
THA,BRA,859.787
BRA,VEN,857.76
FIN,NOR,857.024
JPN,KWT,855.989
ARE,IND,855.431
MDG,GBR,854.919
ITA,IRL,849.748
CZE,AUS,849.517
SVN,IND,849.495
FIN,POL,848.391
NOR,ARG,846.089
ISR,DEU,839.753
BEL,THA,839.531
CHE,CAN,837.79
BGR,CHE,835.954
CAN,IRL,835.727
ISL,POL,833.551
SGP,THA,831.638
MDG,TWN,830.234
GBR,QAT,829.381
NLD,KAZ,827.631
IDN,NLD,823.824
AUS,DNK,820.718
HUN,SVN,819.509
IND,AUT,818.921
TWN,AUS,816.986
HKG,TWN,816.873
POL,SGP,814.442
AUS,THA,810.731
SGP,ESP,810.304
IND,ZAF,809.133
BHR,NOR,808.512
CHL,TWN,807.649
CHN,ETH,806.709
KAZ,GEO,802.723
SVK,JPN,802.341
CHE,BRA,801.768
CHN,ARM,799.182
POL,IDN,797.712
SVN,POL,793.122
FRA,PER,791.661
FIN,FRA,791.14
DNK,ARE,790.945
CZE,SVN,789.097
KGZ,MYS,788.434
AUT,SVK,784.365
CHL,MEX,784.28
MOZ,MYS,782.463
DEU,NZL,781.759
ZAF,EGY,778.126
PHL,IDN,778.085
IND,LKA,775.802
AGO,IND,775.342
POL,MEX,772.331
PHL,HUN,772.062
DEU,UZB,768.477
CZE,DNK,767.797
USA,LBY,767.79
MOZ,ZWE,765.197
TUR,TWN,764.175
TUR,SVN,760.551
CHN,CYP,758.009
NLD,IDN,756.395
ESP,DNK,756.229
VNM,NLD,753.439
TWN,BRA,751.315
DNK,BEL,747.846
THA,CAN,746.339
BEL,SVK,744.057
THA,TWN,742.685
RUS,HUN,740.327
USA,BGR,738.729
EST,AUT,737.791
ISR,TUR,737.459
ZAF,BWA,737.432
MEX,ARG,732.63
MEX,MMR,729.75
USA,BHR,729.362
CHN,SLV,728.328
CAN,NAM,727.631
LUX,BEL,722.928
BIH,ESP,722.861
POL,BRA,721.851
TUR,BGR,719.097
NLD,KWT,718.076
CAN,NOR,716.673
AUT,KOR,714.141
RUS,MYS,710.988
CHN,LVA,708.636
CHE,FIN,706.94
IND,SGP,706.161
TUR,UKR,705.216
BOL,COL,703.569
ESP,DOM,702.453
FRA,THA,701.56
NOR,BTN,697.423
ITA,SGP,693.172
DNK,MEX,693.006
ITA,ZAF,690.95
USA,GAB,689.149
POL,TUN,688.944
SVN,MEX,685.352
CAN,SWE,684.213
MEX,CZE,684.162
NOR,AUS,682.674
ESP,HUN,681.048
AUT,ZAF,680.759
KOR,SAU,678.004
BOL,NLD,675.829
ARG,URY,675.466
EST,CHE,674.675
KOR,MMR,673.554
DEU,OMN,673.51
PHL,MYS,672.818
USA,CYM,671.452
CZE,NOR,671.368
BEL,ARG,667.596
UKR,CZE,667.246
USA,TCA,667.185
USA,AGO,667.182
SAU,MYS,666.83
NLD,CYP,666.605
LUX,ITA,665.67
SGP,BRA,664.366
CHE,TUR,663.52
BEL,LUX,661.774
THA,DNK,661.681
CHN,MNE,661.336
ITA,ALB,661.145
UKR,TUR,658.861
NCL,CAN,658.233
ROU,MYS,657.67
USA,SLV,655.757
BRA,PER,654.766
ESP,FIN,652.282
THA,SVK,649.325
BRA,CHL,648.775
SVN,SVK,648.531
FRA,EGY,646.405
CHN,PRY,644.437
DEU,TUN,642.446
TUR,THA,641.571
FRA,NZL,641.239
BGR,TUR,640.62
PHL,CHE,639.598
NLD,COL,636.25
ZAF,GEO,635.259
SVK,ROU,634.944
TUR,MAR,633.416
IND,TZA,631.442
ESP,SAU,631.371
HKG,CHE,628.395
THA,CHE,625.506
ZAF,BGD,625.393
DEU,QAT,624.35
ITA,UKR,622.729
ISL,SVN,619.389
ARG,NIC,619.015
VNM,CZE,618.761
CHN,MDA,617.043
POL,COL,615.683
IND,ISR,614.518
FIN,ITA,612.745
AUS,QAT,612.46
DEU,LVA,609.498
IND,BHR,608.891
TWN,ISR,608.44
IRL,IND,607.196
ISR,CHE,606.794
CRI,GTM,605.332
VNM,ESP,605.096
HUN,IND,604.184
LKA,DEU,603.448
THA,IDN,602.981
CZE,UKR,600.969
KOR,BEL,599.791
ZAF,OMN,599.085
USA,SVK,597.137
GBR,MLT,593.758
BGR,USA,593.63
ROU,GBR,591.078
IND,TUN,588.314
ITA,SRB,588.304
ZAF,QAT,588.172
VNM,EST,587.435
RUS,LKA,586.881
MDG,AUT,586.655
ESP,SVN,586.415
USA,TUN,586.008
EST,NLD,583.717
NLD,QAT,582.653
LKA,GBR,579.82
VNM,HUN,579.19
HUN,BEL,577.749
GBR,THA,574.989
IDN,DEU,571.049
CHN,JOR,570.767
MEX,CHL,570.513
THA,PAK,568.963
USA,RUS,567.731
PRT,MEX,566.824
FIN,ESP,566.747
NLD,SRB,566.546
TUR,LBR,565.783
BEL,CYP,564.71
ZAF,CHL,563.663
CHN,TGO,563.241
ARE,GUY,562.995
SVK,TUR,562.903
HUN,JPN,559.489
GBR,EGY,558.401
RUS,BEL,556.357
POL,LVA,556.099
USA,BGD,552.664
AUS,PER,552.409
UZB,DEU,552.281
ARE,CZE,552.0
THA,LAO,551.469
CAN,SAU,551.064
CUB,NLD,550.838
TUR,IDN,549.943
COL,ECU,548.78
ARG,BOL,548.688
CHL,THA,548.441
CAN,CHL,548.254
CHE,PHL,547.986
HUN,TWN,546.257
CHN,URY,546.166
CRI,NIC,544.536
TUR,BIH,543.963
ISL,CZE,541.523
FRA,VNM,540.339
FRA,QAT,539.213
USA,SVN,539.208
LKA,KOR,538.363
SWE,EST,538.036
ESP,PER,536.27
CUB,ESP,533.722
HUN,CZE,532.941
KOR,SRB,529.704
FIN,IND,528.498
MEX,CHE,527.777
GBR,COL,524.696
IND,NGA,524.258
ZAF,MEX,524.092
KOR,ARG,523.858
SWE,ISR,522.153
BEL,FIN,521.908
BLR,IDN,521.018
NLD,UKR,520.999
RUS,SGP,519.797
ZAF,ESP,518.993
ARM,RUS,518.081
MOZ,THA,514.477
KAZ,ITA,512.877
MOZ,JPN,512.781
CHN,AGO,507.534
POL,EST,504.862
AUS,PAN,504.21
CHN,NPL,504.089
FRA,OMN,504.049
BHS,TWN,502.483
POL,BGD,502.089
AUS,MNG,501.622
BOL,CRI,499.192
FRA,BGR,499.187
EST,LVA,498.315
USA,HND,498.297
JPN,PAK,497.865
SVN,CZE,497.666
ISR,AUT,497.627
CHN,KEN,495.574
ECU,NLD,494.747
SVN,USA,493.382
CHL,CHE,491.902
IND,KEN,491.568
PHL,ESP,491.519
HKG,FRA,490.976
MOZ,GBR,490.668
FIN,AUS,488.912
ESP,CYP,487.73
MAR,FRA,487.356
MDG,ITA,486.535
NLD,EST,486.24
RUS,ARM,485.98
ROU,FRA,485.323
TUR,ARE,480.808
SGP,ISL,480.085
USA,EST,479.75
ZAF,IDN,476.892
CHL,SAU,472.744
NLD,LTU,472.659
HKG,KOR,472.479
ESP,IRL,472.397
POL,TWN,472.381
NLD,CRI,470.783
NZL,CHN,470.699
HUN,BGR,469.829
SAU,ARE,468.512
CHN,TKM,467.1
BRA,ZAF,465.245
NLD,ISL,463.622
CHN,COG,463.543
USA,URY,463.344
SVN,ESP,463.153
IND,JOR,461.929
ZAF,TZA,461.456
HUN,NLD,458.297
ISR,NZL,458.154
TUR,MLT,455.619
ZAF,PHL,455.562
FIN,ARE,455.192
CAN,AUT,454.774
TWN,POL,453.62
SGP,ARG,453.527
NOR,NZL,452.931
DNK,CZE,450.375
FIN,LVA,449.357
AGO,POL,448.949
USA,BMU,447.562
MEX,HUN,442.987
GBR,NZL,442.689
BRA,BOL,442.126
HKG,ZMB,441.898
USA,DZA,441.206
CHL,PER,440.283
ARG,CAN,439.877
USA,ZMB,439.825
PRT,USA,439.522
TUR,CYP,438.398
ESP,CHL,435.617
CZE,FIN,433.986
FIN,MEX,433.303
MEX,BEL,431.555
POL,BGR,429.7
ISR,SGP,428.271
DEU,JOR,427.07
CHL,FRA,424.769
BIH,NLD,424.574
SVK,IND,424.081
JPN,EGY,423.458
CHN,FJI,423.206
MAR,ZAF,423.093
CHN,LUX,422.639
IND,TWN,422.371
SAU,BHR,422.229
ZAF,SWZ,422.104
SRB,BIH,422.035
MYS,AUS,421.895
SVK,ZAF,421.723
KOR,SVK,421.398
SVK,ALB,421.371
SVK,BGR,420.782
PHL,BRA,419.299
ARG,SLV,417.99
ROU,CHE,417.642
CHN,CIV,417.426
IRL,NOR,417.073
HUN,SAU,416.434
USA,VEN,415.271
AUS,GHA,414.457
NOR,BHR,414.185
USA,BRB,413.885
HRV,SRB,413.497
MEX,GBR,412.632
RUS,MEX,411.425
BGR,CHN,409.479
ISR,CAN,408.679
KOR,ESP,408.366
ISR,HUN,407.939
AUT,FIN,407.346
HKG,SGP,405.358
THA,MMR,405.21
CAN,PNG,404.428
POL,MKD,403.849
SVK,CAN,403.825
TWN,ESP,403.393
NOR,SVN,402.399
HUN,ZAF,400.631
CHN,COD,399.261
BGR,SRB,398.444
AUT,ISR,397.613
NLD,MAR,397.05
KEN,USA,396.653
CHL,ESP,396.216
IND,CHE,395.303
FRA,EST,395.153
AGO,HKG,394.8
TUR,ALB,394.562
MLT,DEU,394.366
AUS,FIN,394.358
PRT,MAR,393.371
CHN,GHA,392.012
SVN,ROU,391.54
CHN,HND,391.27
TWN,SAU,390.359
USA,AZE,389.349
CHL,UKR,389.254
AUS,MOZ,389.155
FRA,CIV,388.721
NOR,SVK,386.697
DEU,GTM,386.34
JPN,PER,385.978
IRL,NLD,385.923
CZE,SGP,385.92
MYS,ZAF,385.874
TUR,PAK,385.686
NZL,AUS,382.853
HKG,CAN,382.662
IDN,TWN,382.45
HUN,SRB,382.289
RUS,UZB,381.531
FRA,DOM,381.488
FRA,ARG,381.234
GBR,ARG,380.463
DOM,USA,379.386
GBR,SVN,379.169
MEX,SGP,378.438
SEN,GBR,378.039
CAN,ISL,377.225
FRA,NCL,377.183
ESP,TUN,377.174
CAN,GEO,375.645
SVN,PRT,374.372
RUS,FIN,373.938
GBR,VNM,373.825
CHE,OMN,373.309
EST,ITA,373.215
USA,COG,372.544
JPN,SVN,372.482
ATG,BEL,371.773
NZL,SWE,369.412
BGR,SWE,369.149
ZAF,KWT,368.706
IRL,FRA,368.569
BEL,TWN,367.817
BIH,CHN,367.435
MEX,AUS,367.199
KAZ,TWN,365.912
COL,USA,364.124
AUT,DNK,363.691
BEL,SRB,363.565
CZE,GRC,362.804
POL,HRV,362.417
ISR,ARG,361.206
CAN,ARG,360.812
ITA,MAR,360.672
NLD,VNM,360.036
MEX,ZAF,358.766
CZE,DZA,357.613
MEX,CRI,356.644
USA,BOL,356.515
ESP,CAN,355.601
TUR,LKA,355.347
HRV,SVN,354.998
IRL,ESP,354.843
DNK,AUT,353.99
IRL,NZL,353.882
HUN,PHL,352.674
USA,BLZ,350.893
SWE,MEX,350.204
ISL,SWE,349.456
ARG,BRA,348.722
HUN,ARG,348.653
BEL,SAU,347.786
GUY,TTO,347.466
ISL,FRA,346.809
FRA,UKR,346.208
FIN,HUN,346.037
IND,PER,344.952
GBR,LTU,344.732
GBR,PRT,343.748
DEU,BRB,343.584
SWE,CHE,342.497
TUR,ESP,341.427
ARE,CAN,341.094
BGR,UKR,340.94
HRV,BIH,340.231
IND,IRQ,340.016
TUR,HKG,339.292
JPN,NZL,338.611
BEL,DZA,338.523
ROU,POL,338.257
ITA,IRN,336.951
ISR,MEX,336.692
MOZ,POL,336.037
SVK,FRA,335.838
BHR,MYS,334.786
FIN,ZAF,334.706
ROU,SAU,333.188
BLR,TUR,332.616
ARE,KWT,331.891
CRI,SLV,331.574
ESP,COL,331.545
CHL,BOL,331.472
EST,POL,331.328
ITA,MLT,330.732
USA,GHA,330.714
ESP,ARG,330.22
CHN,NIC,329.775
BEL,HKG,329.538
CHL,AUS,328.086
SWE,ROU,327.939
ITA,EST,327.919
JPN,NOR,327.192
SGP,SAU,327.067
VNM,GBR,327.03
SEN,AGO,326.609
GBR,MAR,326.254
ESP,ARE,325.49
TUR,CHE,324.944
COL,VEN,322.759
KEN,NGA,321.517
BEL,GRC,321.156
JPN,ISR,320.823
CZE,ZAF,320.423
NZL,DEU,319.518
EST,SGP,317.245
CHN,BOL,315.68
FRA,LTU,315.475
NOR,GAB,315.145
DNK,GRL,314.312
FRA,GAB,313.98
CHL,IDN,312.845
ESP,THA,312.454
LAO,DEU,311.66
RUS,AZE,310.276
ZAF,CIV,307.537
BEL,EGY,306.93
DNK,IRL,306.871
BIH,SVK,306.659
TUR,GRC,306.587
NOR,ROU,306.334
LKA,HKG,306.073
LVA,LTU,304.652
POL,MAR,303.245
SGP,NOR,302.803
PAN,SLV,302.088
SGP,MMR,300.859
POL,SRB,300.793
LTU,EST,300.117
HUN,UKR,299.76
JPN,KHM,299.373
CHN,MDV,297.91
TUR,POL,297.249
TWN,CZE,296.917
USA,MKD,296.603
ESP,ISR,296.434
DEU,TGO,295.605
BEL,SVN,295.449
AUS,NAM,295.361
CAN,DNK,295.191
FRA,SEN,295.069
ZAF,AGO,294.713
BEL,COL,293.497
CHN,VEN,293.44
AUT,HKG,293.409
SAU,KWT,293.406
FRA,HKG,293.014
PRT,CHE,292.501
ITA,PER,292.132
DEU,BGD,292.026
KOR,COL,291.664
BEL,CHL,291.613
POL,AUS,291.104
HUN,HKG,290.921
NOR,ITA,290.695
NLD,LVA,290.556
ESP,IRQ,289.912
TZA,HKG,289.019
EST,CAN,288.235
IND,QAT,287.657
SWE,IRL,287.524
NLD,PER,287.112
PRT,AGO,286.088
IRL,DNK,286.049
TUR,MHL,285.496
FIN,AUT,285.339
NOR,KAZ,285.181
NOR,CZE,284.457
DNK,SAU,283.981
ZAF,MWI,283.779
RUS,GBR,283.532
NLD,IRQ,283.452
KOR,ARE,282.153
TUR,MYS,281.265
MNE,SVN,281.244
POL,EGY,281.231
SVK,FIN,280.688
GBR,CHL,279.199
BGD,USA,278.987
NLD,CUB,278.894
DEU,NGA,278.373
FRA,UZB,277.368
MEX,ECU,277.104
MYS,IRN,276.789
ALB,AZE,276.699
KOR,UKR,276.156
ARE,KAZ,274.799
CHN,GAB,274.473
ESP,IND,273.588
IND,MAR,273.526
ITA,IDN,273.475
QAT,PAK,273.067
MOZ,NLD,272.883
FIN,CAN,272.641
SGP,MDV,272.545
SRB,ITA,272.218
ROU,KOR,271.745
CHE,NOR,271.687
MEX,SAU,271.302
CZE,HRV,270.323
SGP,CAN,269.642
NLD,BGR,269.4
SVN,BRA,268.92
PHL,SVN,266.869
RUS,DNK,266.779
DEU,KEN,266.752
JPN,ESP,266.508
ESP,CRI,266.105
ITA,NZL,265.713
ZAF,ARE,265.5
HKG,ESP,265.344
UKR,MDA,264.21
DNK,IND,263.772
DEU,BHR,262.76
USA,NIC,262.345
NLD,NZL,262.223
POL,PAK,260.964
CZE,QAT,260.114
GBR,GRC,260.063
NOR,OMN,258.828
THA,TUR,258.701
NLD,JOR,258.385
AUS,SGP,257.654
SVN,BGR,257.631
SWE,PHL,257.442
KOR,RUS,257.136
USA,ISL,256.903
SWE,CAN,256.673
DEU,KWT,256.226
AUS,CHE,255.577
DNK,TUR,254.496
ISR,URY,254.071
BEL,BGR,254.068
BHR,USA,253.364
CHN,UGA,253.317
UZB,JPN,251.311
IDN,EGY,251.092
AUT,BIH,251.012
ESP,EGY,250.97
GBR,BLR,250.488
DEU,ECU,250.382
ZAF,BFA,250.178
AGO,NAM,249.371
ESP,MYS,248.483
IND,ECU,248.389
USA,ABW,248.1
ROU,MKD,248.093
IND,LBR,247.878
TWN,ZAF,247.64
BRA,UKR,247.567
RUS,SRB,247.54
GBR,SVK,246.653
MNE,SRB,246.114
AUT,MYS,245.829
IND,GEO,245.642
AUT,BRA,245.139
HUN,TUR,244.053
DEU,SLV,243.986
KHM,USA,243.802
SWE,MYS,243.721
IDN,CAN,243.421
COL,CRI,243.301
ZAF,NGA,242.293
TUR,HRV,241.612
SAU,ECU,241.37
ARE,IDN,240.603
BRA,TUN,239.839
MEX,PER,238.576
TUN,LBY,238.418
AUT,PRT,237.857
IND,GTM,237.768
BOL,CAN,237.033
AUT,AUS,236.972
POL,HKG,236.935
CUW,USA,235.615
DNK,LUX,235.609
DEU,LBN,235.568
DEU,AZE,235.553
COL,MEX,235.287
CZE,KAZ,235.189
NZL,ITA,232.405
GRC,ESP,232.379
EST,BRA,231.983
ITA,LUX,231.942
CAN,DZA,231.295
FIN,CHL,231.052
UKR,HUN,230.556
CHN,SEN,230.344
BRA,ISL,229.867
ZAF,CHE,229.74
IND,HUN,229.262
USA,TJK,229.176
TUR,MKD,229.026
SWE,ISL,228.471
IND,DZA,228.369
HUN,CHE,228.302
FIN,HKG,228.033
CAN,SLV,227.933
CHE,MKD,227.574
UKR,USA,227.51
RUS,ECU,226.889
CZE,CAN,226.838
MEX,ITA,226.814
SRB,HRV,226.614
IND,LBN,226.2
BGR,CYP,224.665
NZL,THA,224.467
DNK,HUN,224.367
BEL,GHA,224.086
POL,KAZ,224.009
IND,AGO,223.214
HUN,BRA,222.748
POL,PRT,222.242
DEU,CYP,221.782
BGR,BEL,221.381
NOR,GRC,221.211
TUR,SRB,220.572
BRA,LUX,220.489
CHE,SAU,219.858
USA,VCT,218.263
SVK,GBR,218.104
ITA,LTU,218.015
FRA,HRV,217.972
AUS,CZE,217.421
MOZ,FRA,216.759
CAN,POL,216.757
LTU,GBR,216.669
POL,GHA,216.314
RUS,BGR,216.112
PER,BOL,215.831
TWN,NOR,215.721
HKG,DNK,215.635
ISR,IND,215.592
JPN,COL,215.229
BLR,ARG,214.518
MDG,NLD,214.488
SAU,FRA,214.376
FRA,CMR,212.953
IND,NLD,212.833
ISR,BEL,212.713
TUR,JPN,212.49
NLD,KEN,212.236
SVN,NLD,212.037
CZE,ARG,211.888
ARG,PAN,211.785
SVK,SWE,211.642
CZE,AGO,211.529
RUS,GEO,211.295
BEL,MRT,210.775
USA,SUR,210.278
TWN,HUN,209.535
ESP,AND,209.351
ROU,NOR,208.518
UZB,TUR,208.165
MYS,SWE,208.081
CHE,HKG,207.908
ROU,ESP,207.83
USA,LUX,207.632
MEX,COL,207.208
SGP,EGY,207.038
TUR,AUS,206.872
AUT,UKR,206.674
DEU,IRQ,206.577
ARG,PRY,205.944
CHN,CMR,205.334
JPN,IRL,205.318
SWE,AUS,205.094
NLD,PAK,204.996
BRA,HRV,203.647
ITA,QAT,203.646
HKG,ARG,203.422
KOR,PER,203.385
CHN,MDG,203.225
LAO,CAN,203.158
ITA,COL,202.89
SAU,EGY,202.736
NOR,BRA,202.153
ZAF,KEN,201.477
CHN,LBN,201.469
DEU,MMR,201.23
USA,TZA,201.045
AUS,SAU,200.451
AUT,BGR,200.341
IRL,CHE,199.559
IND,ROU,199.483
DEU,ZMB,199.475
ROU,SWE,199.431
VNM,AUS,199.199
SVN,VNM,198.877
ISL,CHE,198.729
AUS,PHL,198.594
USA,CIV,198.585
BFA,TGO,198.555
DNK,LTU,198.534
VNM,SVN,198.162
IND,NOR,198.106
CRI,DOM,197.905
IDN,CZE,197.872
IND,ARG,197.797
AUS,EGY,197.585
ZAF,MRT,197.236
POL,NZL,196.9
CZE,IDN,196.455
JPN,LUX,196.427
GBR,BGR,196.412
TJK,LVA,196.335
NOR,HKG,196.302
PRT,CZE,196.024
SUR,TWN,195.697
BEL,HRV,194.738
MOZ,NGA,194.665
BIH,AUT,194.629
PRT,NLD,194.464
GBR,LBY,194.418
USA,LVA,194.155
HUN,BIH,193.568
EST,IND,193.295
